canvassim,ZINC06648713-2 ,15a           ,15a-charge      ,15b,15b-charge,21-1,21-2,43,43-charge,55,55-charge,65,70,70-charge,78a,78a-charge,78b,78b-charge,80,81,81-charge,82,83,84,85-1,85-2,85-3,86,96,96-charge,97,97-charge,98,98-charge,99,99-charge,100,100-charge,101,101-charge,102,102-charge,103,103-charge,104,104-charge,105,105-charge,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26,CheCOSP26-charge,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R,CheCOSP30-R-charge,CheCOSP31,CheCOSP32,CheCOSP33-R,CheCOSP33-R-charge,CheCOSP34,CheCOSP35,CheCOSP35-charge,CheCOSP36-R,CheCOSP36-R-1,CheCOSP37,CheCOSP38,CheCOSP38-charge,CheCOSP39,CheCOSP40,CheCOSP40-charge,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54,CheCOSP54-charge,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP58-R,CheCOSP58-R-1,CheCOSP59,CheCOSP59-charge,CheCOSP60,CheCOSP61,CheCOSP62,CheCOSP62-charge,CheCOSP63,CheCOSP64,CheCOSP64-1,DHN1           ,DHN2           ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  ,goniothalamin ,CheCOSP57
101,0.328125,0.953488,0.891304,0.953488,0.891304,0.76,0.745098,0.854167,0.803922,0.911111,0.87234,0.77551,0.791667,0.795918,0.826087,0.829787,0.826087,0.829787,0.714286,0.627451,0.653061,0.68,0.77551,0.745098,0.8,0.8,0.851064,0.6,0.836735,0.788462,0.836735,0.788462,0.854167,0.803922,0.759259,0.719298,0.953488,0.891304,1,0.931818,1,0.931818,1,0.931818,0.931818,0.87234,0.931818,0.87234,0.45283,0.267857,0.254902,0.211538,0.265306,0.22,0.290323,0.3,0.3,0.258621,0.267857,0.267857,0.290323,0.3,0.290323,0.3,0.27451,0.315789,0.258621,0.290323,0.211538,0.259259,0.285714,0.472727,0.508772,0.54386,0.545455,0.196078,0.448276,0.459016,0.269231,0.589286,0.372881,0.372881,0.263158,0.571429,0.59322,0.596774,0.590164,0.310345,0.563636,0.518519,0.298246,0.553571,0.509091,0.589286,0.442623,0.451613,0.258621,0.290323,0.316667,0.316667,0.316667,0.316667,0.316667,0.316667,0.349206,0.349206,0.359375,0.359375,0.211538,0.207547,0.508772,0.596774,0.590164,0.472727,0.508772,0.54386,0.553571,0.481481,0.517857,0.274194,0.516129,0.507937,0.472727,0.509434,0.517241,0.517241,0.55,0.526316,0.526316,0.526316,0.353846,0.328125,0.370968,0.27907,0.472727
101-charge,0.353846,0.891304,0.956522,0.891304,0.956522,0.82,0.803922,0.803922,0.862745,0.893617,0.93617,0.836735,0.816327,0.857143,0.851064,0.893617,0.851064,0.893617,0.74,0.653846,0.615385,0.74,0.836735,0.803922,0.86,0.86,0.8,0.66,0.788462,0.846154,0.788462,0.846154,0.803922,0.862745,0.719298,0.77193,0.891304,0.956522,0.931818,1,0.931818,1,0.931818,1,0.87234,0.93617,0.87234,0.93617,0.481481,0.254237,0.240741,0.2,0.25,0.207547,0.31746,0.327869,0.327869,0.245902,0.254237,0.254237,0.31746,0.327869,0.31746,0.327869,0.259259,0.3,0.245902,0.31746,0.2,0.245614,0.293103,0.448276,0.534483,0.568965,0.517241,0.185185,0.42623,0.483871,0.277778,0.614035,0.377049,0.4,0.25,0.542373,0.644068,0.645161,0.639344,0.316667,0.589286,0.517857,0.305085,0.578947,0.508772,0.614035,0.467742,0.5,0.245902,0.31746,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581,0.396825,0.396825,0.384615,0.40625,0.2,0.196429,0.534483,0.645161,0.639344,0.448276,0.534483,0.568965,0.578947,0.45614,0.54386,0.301587,0.564516,0.555556,0.473684,0.482143,0.542373,0.542373,0.6,0.5,0.551724,0.551724,0.338235,0.333333,0.396825,0.26087,0.448276
102,0.328125,0.953488,0.891304,0.953488,0.891304,0.76,0.745098,0.854167,0.803922,0.911111,0.87234,0.77551,0.791667,0.795918,0.826087,0.829787,0.826087,0.829787,0.714286,0.627451,0.653061,0.68,0.77551,0.745098,0.8,0.8,0.851064,0.6,0.836735,0.788462,0.836735,0.788462,0.854167,0.803922,0.759259,0.719298,0.953488,0.891304,1,0.931818,1,0.931818,1,0.931818,0.931818,0.87234,0.931818,0.87234,0.45283,0.267857,0.254902,0.211538,0.265306,0.22,0.290323,0.3,0.3,0.258621,0.267857,0.267857,0.290323,0.3,0.290323,0.3,0.27451,0.315789,0.258621,0.290323,0.211538,0.259259,0.285714,0.472727,0.508772,0.54386,0.545455,0.196078,0.448276,0.459016,0.269231,0.589286,0.372881,0.372881,0.263158,0.571429,0.59322,0.596774,0.590164,0.310345,0.563636,0.518519,0.298246,0.553571,0.509091,0.589286,0.442623,0.451613,0.258621,0.290323,0.316667,0.316667,0.316667,0.316667,0.316667,0.316667,0.349206,0.349206,0.359375,0.359375,0.211538,0.207547,0.508772,0.596774,0.590164,0.472727,0.508772,0.54386,0.553571,0.481481,0.517857,0.274194,0.516129,0.507937,0.472727,0.509434,0.517241,0.517241,0.55,0.526316,0.526316,0.526316,0.353846,0.328125,0.370968,0.27907,0.472727
102-charge,0.353846,0.891304,0.956522,0.891304,0.956522,0.82,0.803922,0.803922,0.862745,0.893617,0.93617,0.836735,0.816327,0.857143,0.851064,0.893617,0.851064,0.893617,0.74,0.653846,0.615385,0.74,0.836735,0.803922,0.86,0.86,0.8,0.66,0.788462,0.846154,0.788462,0.846154,0.803922,0.862745,0.719298,0.77193,0.891304,0.956522,0.931818,1,0.931818,1,0.931818,1,0.87234,0.93617,0.87234,0.93617,0.481481,0.254237,0.240741,0.2,0.25,0.207547,0.31746,0.327869,0.327869,0.245902,0.254237,0.254237,0.31746,0.327869,0.31746,0.327869,0.259259,0.3,0.245902,0.31746,0.2,0.245614,0.293103,0.448276,0.534483,0.568965,0.517241,0.185185,0.42623,0.483871,0.277778,0.614035,0.377049,0.4,0.25,0.542373,0.644068,0.645161,0.639344,0.316667,0.589286,0.517857,0.305085,0.578947,0.508772,0.614035,0.467742,0.5,0.245902,0.31746,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581,0.396825,0.396825,0.384615,0.40625,0.2,0.196429,0.534483,0.645161,0.639344,0.448276,0.534483,0.568965,0.578947,0.45614,0.54386,0.301587,0.564516,0.555556,0.473684,0.482143,0.542373,0.542373,0.6,0.5,0.551724,0.551724,0.338235,0.333333,0.396825,0.26087,0.448276
103,0.328125,0.953488,0.891304,0.953488,0.891304,0.76,0.745098,0.854167,0.803922,0.911111,0.87234,0.77551,0.791667,0.795918,0.826087,0.829787,0.826087,0.829787,0.714286,0.627451,0.653061,0.68,0.77551,0.745098,0.8,0.8,0.851064,0.6,0.836735,0.788462,0.836735,0.788462,0.854167,0.803922,0.759259,0.719298,0.953488,0.891304,1,0.931818,1,0.931818,1,0.931818,0.931818,0.87234,0.931818,0.87234,0.45283,0.267857,0.254902,0.211538,0.265306,0.22,0.290323,0.3,0.3,0.258621,0.267857,0.267857,0.290323,0.3,0.290323,0.3,0.27451,0.315789,0.258621,0.290323,0.211538,0.259259,0.285714,0.472727,0.508772,0.54386,0.545455,0.196078,0.448276,0.459016,0.269231,0.589286,0.372881,0.372881,0.263158,0.571429,0.59322,0.596774,0.590164,0.310345,0.563636,0.518519,0.298246,0.553571,0.509091,0.589286,0.442623,0.451613,0.258621,0.290323,0.316667,0.316667,0.316667,0.316667,0.316667,0.316667,0.349206,0.349206,0.359375,0.359375,0.211538,0.207547,0.508772,0.596774,0.590164,0.472727,0.508772,0.54386,0.553571,0.481481,0.517857,0.274194,0.516129,0.507937,0.472727,0.509434,0.517241,0.517241,0.55,0.526316,0.526316,0.526316,0.353846,0.328125,0.370968,0.27907,0.472727
103-charge,0.353846,0.891304,0.956522,0.891304,0.956522,0.82,0.803922,0.803922,0.862745,0.893617,0.93617,0.836735,0.816327,0.857143,0.851064,0.893617,0.851064,0.893617,0.74,0.653846,0.615385,0.74,0.836735,0.803922,0.86,0.86,0.8,0.66,0.788462,0.846154,0.788462,0.846154,0.803922,0.862745,0.719298,0.77193,0.891304,0.956522,0.931818,1,0.931818,1,0.931818,1,0.87234,0.93617,0.87234,0.93617,0.481481,0.254237,0.240741,0.2,0.25,0.207547,0.31746,0.327869,0.327869,0.245902,0.254237,0.254237,0.31746,0.327869,0.31746,0.327869,0.259259,0.3,0.245902,0.31746,0.2,0.245614,0.293103,0.448276,0.534483,0.568965,0.517241,0.185185,0.42623,0.483871,0.277778,0.614035,0.377049,0.4,0.25,0.542373,0.644068,0.645161,0.639344,0.316667,0.589286,0.517857,0.305085,0.578947,0.508772,0.614035,0.467742,0.5,0.245902,0.31746,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581,0.396825,0.396825,0.384615,0.40625,0.2,0.196429,0.534483,0.645161,0.639344,0.448276,0.534483,0.568965,0.578947,0.45614,0.54386,0.301587,0.564516,0.555556,0.473684,0.482143,0.542373,0.542373,0.6,0.5,0.551724,0.551724,0.338235,0.333333,0.396825,0.26087,0.448276
104,0.353846,0.977273,0.914894,0.977273,0.914894,0.784314,0.769231,0.877551,0.826923,0.934783,0.895833,0.8,0.816327,0.82,0.851064,0.854167,0.851064,0.854167,0.74,0.653846,0.68,0.705882,0.8,0.769231,0.823529,0.823529,0.875,0.627451,0.86,0.811321,0.897959,0.846154,0.803922,0.759259,0.719298,0.683333,0.977273,0.914894,0.931818,0.87234,0.931818,0.87234,0.931818,0.87234,1,0.93617,0.955556,0.895833,0.481481,0.321429,0.288462,0.269231,0.3,0.28,0.33871,0.35,0.35,0.310345,0.321429,0.321429,0.33871,0.35,0.33871,0.35,0.333333,0.368421,0.310345,0.33871,0.269231,0.314815,0.315789,0.5,0.534483,0.568965,0.571429,0.207547,0.5,0.508197,0.326923,0.614035,0.423729,0.423729,0.293103,0.596491,0.616667,0.645161,0.639344,0.362069,0.589286,0.545455,0.327586,0.578947,0.535714,0.614035,0.491803,0.5,0.310345,0.33871,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.396825,0.396825,0.40625,0.40625,0.269231,0.264151,0.534483,0.645161,0.639344,0.5,0.534483,0.568965,0.525424,0.45614,0.491525,0.301587,0.539683,0.555556,0.527273,0.566038,0.516667,0.516667,0.548387,0.525424,0.525424,0.525424,0.4,0.353846,0.396825,0.26087,0.5
104-charge,0.378788,0.914894,0.978723,0.914894,0.978723,0.843137,0.826923,0.826923,0.884615,0.916667,0.958333,0.86,0.84,0.88,0.875,0.916667,0.875,0.916667,0.764706,0.679245,0.641509,0.764706,0.86,0.826923,0.882353,0.882353,0.823529,0.686275,0.811321,0.867925,0.846154,0.903846,0.759259,0.814815,0.683333,0.733333,0.914894,0.978723,0.87234,0.93617,0.87234,0.93617,0.87234,0.93617,0.93617,1,0.895833,0.958333,0.509091,0.305085,0.272727,0.254545,0.283019,0.264151,0.365079,0.377049,0.377049,0.295082,0.305085,0.305085,0.365079,0.377049,0.365079,0.377049,0.314815,0.35,0.295082,0.365079,0.254545,0.298246,0.322034,0.474576,0.559322,0.59322,0.542373,0.196429,0.47541,0.532258,0.333333,0.637931,0.42623,0.45,0.278689,0.566667,0.666667,0.693548,0.688525,0.366667,0.614035,0.54386,0.333333,0.603448,0.534483,0.637931,0.516129,0.548387,0.295082,0.365079,0.370968,0.370968,0.370968,0.370968,0.370968,0.370968,0.444444,0.444444,0.430769,0.453125,0.254545,0.25,0.559322,0.693548,0.688525,0.474576,0.559322,0.59322,0.55,0.433333,0.516667,0.328125,0.587302,0.603175,0.526316,0.535714,0.540984,0.540984,0.596774,0.5,0.55,0.55,0.382353,0.358209,0.421875,0.244898,0.474576
105,0.353846,0.977273,0.914894,0.977273,0.914894,0.784314,0.769231,0.877551,0.826923,0.934783,0.895833,0.8,0.816327,0.82,0.851064,0.854167,0.851064,0.854167,0.74,0.653846,0.68,0.705882,0.8,0.769231,0.823529,0.823529,0.875,0.627451,0.897959,0.846154,0.86,0.811321,0.803922,0.759259,0.719298,0.683333,0.977273,0.914894,0.931818,0.87234,0.931818,0.87234,0.931818,0.87234,0.955556,0.895833,1,0.93617,0.509434,0.321429,0.288462,0.245283,0.3,0.254902,0.33871,0.35,0.35,0.310345,0.321429,0.321429,0.33871,0.35,0.33871,0.35,0.307692,0.368421,0.310345,0.33871,0.245283,0.290909,0.339286,0.5,0.534483,0.568965,0.571429,0.185185,0.474576,0.483871,0.326923,0.642857,0.4,0.4,0.293103,0.596491,0.616667,0.619048,0.612903,0.338983,0.618182,0.574074,0.327586,0.607143,0.563636,0.642857,0.467742,0.47619,0.310345,0.33871,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.396825,0.396825,0.40625,0.40625,0.245283,0.240741,0.534483,0.619048,0.612903,0.5,0.534483,0.568965,0.525424,0.45614,0.491525,0.301587,0.539683,0.53125,0.527273,0.566038,0.542373,0.542373,0.57377,0.551724,0.551724,0.551724,0.4,0.353846,0.396825,0.288889,0.5
105-charge,0.378788,0.914894,0.978723,0.914894,0.978723,0.843137,0.826923,0.826923,0.884615,0.916667,0.958333,0.86,0.84,0.88,0.875,0.916667,0.875,0.916667,0.764706,0.679245,0.641509,0.764706,0.86,0.826923,0.882353,0.882353,0.823529,0.686275,0.846154,0.903846,0.811321,0.867925,0.759259,0.814815,0.683333,0.733333,0.914894,0.978723,0.87234,0.93617,0.87234,0.93617,0.87234,0.93617,0.895833,0.958333,0.93617,1,0.537037,0.305085,0.272727,0.232143,0.283019,0.240741,0.365079,0.377049,0.377049,0.295082,0.305085,0.305085,0.365079,0.377049,0.365079,0.377049,0.290909,0.35,0.295082,0.365079,0.232143,0.275862,0.344828,0.474576,0.559322,0.59322,0.542373,0.175439,0.451613,0.507937,0.333333,0.666667,0.403226,0.42623,0.278689,0.566667,0.666667,0.666667,0.66129,0.344262,0.642857,0.571429,0.333333,0.631579,0.561404,0.666667,0.492063,0.52381,0.295082,0.365079,0.370968,0.370968,0.370968,0.370968,0.370968,0.370968,0.444444,0.444444,0.430769,0.453125,0.232143,0.22807,0.559322,0.666667,0.66129,0.474576,0.559322,0.59322,0.55,0.433333,0.516667,0.328125,0.587302,0.578125,0.526316,0.535714,0.566667,0.566667,0.622951,0.52459,0.576271,0.576271,0.382353,0.358209,0.421875,0.270833,0.474576
151831        ,0.538462,0.490566,0.518519,0.490566,0.518519,0.566038,0.555556,0.448276,0.474576,0.5,0.509091,0.54717,0.472727,0.509091,0.490566,0.528302,0.490566,0.528302,0.519231,0.5,0.490196,0.54902,0.54717,0.527273,0.517857,0.517857,0.490909,0.530612,0.491228,0.517241,0.465517,0.491525,0.423729,0.45,0.451613,0.47619,0.490566,0.518519,0.45283,0.481481,0.45283,0.481481,0.45283,0.481481,0.481481,0.509091,0.509434,0.537037,1,0.294118,0.255319,0.26087,0.266667,0.272727,0.339286,0.351852,0.351852,0.283019,0.294118,0.294118,0.339286,0.351852,0.339286,0.351852,0.333333,0.346154,0.283019,0.339286,0.26087,0.26,0.367347,0.381818,0.421053,0.431034,0.428571,0.217391,0.362069,0.377049,0.386364,0.5,0.357143,0.381818,0.264151,0.40678,0.459016,0.402985,0.393939,0.314815,0.5,0.480769,0.352941,0.490909,0.471698,0.5,0.40678,0.440678,0.283019,0.339286,0.345455,0.345455,0.345455,0.345455,0.345455,0.345455,0.403509,0.403509,0.38983,0.413793,0.26087,0.255319,0.421053,0.402985,0.393939,0.381818,0.421053,0.431034,0.413793,0.363636,0.403509,0.321429,0.412698,0.428571,0.433962,0.442308,0.431034,0.431034,0.466667,0.413793,0.438596,0.438596,0.383333,0.509434,0.454545,0.282051,0.381818
CheCOSP01-t,0.321429,0.303571,0.288136,0.303571,0.288136,0.262295,0.278689,0.278689,0.265625,0.315789,0.305085,0.266667,0.315789,0.305085,0.303571,0.293103,0.303571,0.293103,0.237288,0.241379,0.25,0.237288,0.266667,0.278689,0.253968,0.253968,0.266667,0.254545,0.316667,0.301587,0.316667,0.301587,0.344828,0.327869,0.272727,0.26087,0.303571,0.288136,0.267857,0.254237,0.267857,0.254237,0.267857,0.254237,0.321429,0.305085,0.321429,0.305085,0.294118,1,0.558824,0.575758,0.645161,0.666667,0.725,0.810811,0.810811,0.878788,1,1,0.725,0.810811,0.725,0.810811,0.542857,0.828571,0.878788,0.725,0.575758,0.676471,0.525,0.372549,0.363636,0.350877,0.37037,0.470588,0.46,0.444444,0.666667,0.392857,0.521739,0.521739,0.564103,0.350877,0.33871,0.396825,0.387097,0.625,0.388889,0.392157,0.431818,0.407407,0.411765,0.392857,0.45283,0.436364,0.878788,0.725,0.74359,0.74359,0.74359,0.74359,0.74359,0.74359,0.644444,0.644444,0.617021,0.617021,0.575758,0.558824,0.363636,0.396825,0.387097,0.372549,0.363636,0.350877,0.310345,0.326923,0.321429,0.658537,0.33871,0.354839,0.555556,0.4375,0.222222,0.222222,0.223881,0.225806,0.225806,0.225806,0.509804,0.345455,0.254237,0.333333,0.372549
CheCOSP02,0.313726,0.294118,0.277778,0.294118,0.277778,0.272727,0.267857,0.267857,0.254237,0.307692,0.296296,0.277778,0.307692,0.296296,0.294118,0.283019,0.294118,0.283019,0.269231,0.27451,0.285714,0.269231,0.277778,0.267857,0.263158,0.263158,0.277778,0.291667,0.263158,0.25,0.263158,0.25,0.314815,0.298246,0.262295,0.25,0.294118,0.277778,0.254902,0.240741,0.254902,0.240741,0.254902,0.240741,0.288462,0.272727,0.288462,0.272727,0.255319,0.558824,1,0.8,0.833333,0.653846,0.55,0.463415,0.463415,0.666667,0.558824,0.558824,0.55,0.463415,0.55,0.463415,0.566667,0.5,0.666667,0.55,0.730769,0.851852,0.6875,0.575,0.511111,0.489362,0.488889,0.653846,0.534884,0.479167,0.6,0.392157,0.536585,0.536585,0.6875,0.489362,0.433962,0.396552,0.410714,0.611111,0.416667,0.454545,0.647059,0.408163,0.444444,0.392157,0.458333,0.44,0.666667,0.55,0.564103,0.564103,0.564103,0.564103,0.564103,0.564103,0.488889,0.488889,0.468085,0.468085,0.730769,0.642857,0.478261,0.372881,0.385965,0.536585,0.478261,0.458333,0.4375,0.512195,0.456522,0.487805,0.433962,0.425926,0.369565,0.377778,0.22807,0.22807,0.209677,0.232143,0.254545,0.254545,0.320755,0.313726,0.264151,0.275862,0.536585
CheCOSP03,0.346939,0.25,0.236364,0.25,0.236364,0.232143,0.22807,0.22807,0.216667,0.264151,0.254545,0.236364,0.264151,0.254545,0.25,0.240741,0.25,0.240741,0.226415,0.230769,0.24,0.226415,0.236364,0.22807,0.224138,0.224138,0.236364,0.244898,0.224138,0.213115,0.245614,0.233333,0.272727,0.258621,0.225806,0.215385,0.25,0.236364,0.211538,0.2,0.211538,0.2,0.211538,0.2,0.269231,0.254545,0.245283,0.232143,0.26087,0.575758,0.8,1,0.653846,0.826087,0.564103,0.475,0.475,0.6875,0.575758,0.575758,0.564103,0.475,0.564103,0.475,0.703704,0.513514,0.6875,0.564103,0.913043,0.814815,0.606061,0.47619,0.456522,0.4375,0.434783,0.826087,0.511628,0.458333,0.678571,0.346154,0.55,0.55,0.606061,0.408163,0.388889,0.37931,0.392857,0.628571,0.367347,0.369565,0.571429,0.36,0.361702,0.346154,0.468085,0.44898,0.6875,0.564103,0.578947,0.578947,0.578947,0.578947,0.578947,0.578947,0.5,0.5,0.478261,0.478261,0.913043,0.8,0.425532,0.355932,0.368421,0.44186,0.425532,0.408163,0.387755,0.418605,0.404255,0.5,0.388889,0.407407,0.347826,0.355556,0.189655,0.189655,0.174603,0.172414,0.214286,0.214286,0.301887,0.346939,0.294118,0.241379,0.44186
CheCOSP04-t,0.326531,0.306122,0.288462,0.306122,0.288462,0.283019,0.277778,0.277778,0.263158,0.32,0.307692,0.288462,0.32,0.307692,0.306122,0.294118,0.306122,0.294118,0.28,0.285714,0.297872,0.28,0.288462,0.277778,0.272727,0.272727,0.288462,0.304348,0.296296,0.280702,0.296296,0.280702,0.326923,0.309091,0.271186,0.258065,0.306122,0.288462,0.265306,0.25,0.265306,0.25,0.265306,0.25,0.3,0.283019,0.3,0.283019,0.266667,0.645161,0.833333,0.653846,1,0.782609,0.463415,0.526316,0.526316,0.558824,0.645161,0.645161,0.463415,0.526316,0.463415,0.526316,0.607143,0.527778,0.558824,0.463415,0.653846,0.714286,0.575758,0.487805,0.434783,0.416667,0.413043,0.518519,0.454545,0.408163,0.703704,0.4375,0.452381,0.452381,0.575758,0.416667,0.37037,0.338983,0.350877,0.513514,0.434783,0.47619,0.542857,0.456522,0.5,0.4375,0.387755,0.372549,0.558824,0.463415,0.475,0.475,0.475,0.475,0.475,0.475,0.413043,0.413043,0.395833,0.395833,0.653846,0.62963,0.434783,0.338983,0.350877,0.487805,0.434783,0.416667,0.367347,0.428571,0.382979,0.404762,0.37037,0.363636,0.386364,0.395349,0.236364,0.236364,0.216667,0.240741,0.240741,0.240741,0.36,0.326531,0.226415,0.346154,0.487805
CheCOSP05-t,0.361702,0.26,0.245283,0.26,0.245283,0.240741,0.236364,0.236364,0.224138,0.27451,0.264151,0.245283,0.27451,0.264151,0.26,0.25,0.26,0.25,0.235294,0.24,0.25,0.235294,0.245283,0.236364,0.232143,0.232143,0.245283,0.255319,0.254545,0.241379,0.277778,0.263158,0.283019,0.267857,0.233333,0.222222,0.26,0.245283,0.22,0.207547,0.22,0.207547,0.22,0.207547,0.28,0.264151,0.254902,0.240741,0.272727,0.666667,0.653846,0.826087,0.782609,1,0.475,0.540541,0.540541,0.575758,0.666667,0.666667,0.475,0.540541,0.475,0.540541,0.76,0.542857,0.575758,0.475,0.826087,0.678571,0.5,0.395349,0.382979,0.367347,0.361702,0.666667,0.431818,0.387755,0.8,0.387755,0.463415,0.463415,0.5,0.34,0.327273,0.322034,0.333333,0.527778,0.382979,0.386364,0.472222,0.404255,0.409091,0.387755,0.395833,0.38,0.575758,0.475,0.487179,0.487179,0.487179,0.487179,0.487179,0.487179,0.422222,0.422222,0.404255,0.404255,0.826087,0.791667,0.382979,0.322034,0.333333,0.395349,0.382979,0.367347,0.32,0.340909,0.333333,0.414634,0.327273,0.345455,0.363636,0.372093,0.196429,0.196429,0.180328,0.178571,0.2,0.2,0.34,0.361702,0.254902,0.307692,0.395349
CheCOSP06,0.33871,0.322581,0.349206,0.322581,0.349206,0.34375,0.359375,0.298507,0.323529,0.354839,0.365079,0.328125,0.4,0.387097,0.38983,0.377049,0.38983,0.377049,0.322581,0.306452,0.295082,0.344262,0.370968,0.380952,0.353846,0.353846,0.328125,0.368421,0.333333,0.358209,0.333333,0.358209,0.359375,0.384615,0.309859,0.333333,0.322581,0.349206,0.290323,0.31746,0.290323,0.31746,0.290323,0.31746,0.33871,0.365079,0.33871,0.365079,0.339286,0.725,0.55,0.564103,0.463415,0.475,1,0.9,0.9,0.820513,0.725,0.725,1,0.9,1,0.9,0.465116,0.697674,0.820513,1,0.525,0.65,0.666667,0.490566,0.5,0.508772,0.482143,0.475,0.576923,0.611111,0.488372,0.45,0.717391,0.717391,0.707317,0.433333,0.460317,0.564516,0.532258,0.85,0.448276,0.428571,0.565217,0.440678,0.421053,0.45,0.622642,0.62963,0.820513,1,0.925,0.925,0.925,0.925,0.925,0.925,0.844444,0.844444,0.847826,0.847826,0.525,0.47619,0.473684,0.539683,0.507937,0.462963,0.473684,0.482759,0.465517,0.444444,0.45614,0.925,0.483871,0.52459,0.612245,0.392857,0.246377,0.246377,0.3,0.268657,0.268657,0.268657,0.457627,0.360656,0.33871,0.261905,0.462963
CheCOSP07-t,0.35,0.333333,0.360656,0.333333,0.360656,0.354839,0.370968,0.307692,0.333333,0.366667,0.377049,0.33871,0.413793,0.4,0.403509,0.38983,0.403509,0.38983,0.333333,0.316667,0.305085,0.355932,0.383333,0.393443,0.365079,0.365079,0.33871,0.381818,0.365079,0.390625,0.365079,0.390625,0.370968,0.396825,0.318841,0.342857,0.333333,0.360656,0.3,0.327869,0.3,0.327869,0.3,0.327869,0.35,0.377049,0.35,0.377049,0.351852,0.810811,0.463415,0.475,0.526316,0.540541,0.9,1,1,0.725,0.810811,0.810811,0.9,1,0.9,1,0.487805,0.731707,0.725,0.9,0.475,0.560976,0.581395,0.425926,0.438596,0.448276,0.421053,0.390244,0.509434,0.545455,0.55,0.491228,0.638298,0.638298,0.619048,0.377049,0.40625,0.507937,0.47619,0.756098,0.464286,0.444444,0.489362,0.482143,0.462963,0.491228,0.555556,0.563636,0.725,0.9,0.829268,0.829268,0.829268,0.829268,0.829268,0.829268,0.76087,0.76087,0.765957,0.765957,0.475,0.463415,0.438596,0.507937,0.47619,0.425926,0.438596,0.448276,0.40678,0.381818,0.396552,0.829268,0.428571,0.467742,0.638298,0.407407,0.253731,0.253731,0.308824,0.276923,0.257576,0.257576,0.5,0.372881,0.306452,0.307692,0.425926
CheCOSP08-t,0.35,0.333333,0.360656,0.333333,0.360656,0.354839,0.370968,0.307692,0.333333,0.366667,0.377049,0.33871,0.413793,0.4,0.403509,0.38983,0.403509,0.38983,0.333333,0.316667,0.305085,0.355932,0.383333,0.393443,0.365079,0.365079,0.33871,0.381818,0.365079,0.390625,0.365079,0.390625,0.370968,0.396825,0.318841,0.342857,0.333333,0.360656,0.3,0.327869,0.3,0.327869,0.3,0.327869,0.35,0.377049,0.35,0.377049,0.351852,0.810811,0.463415,0.475,0.526316,0.540541,0.9,1,1,0.725,0.810811,0.810811,0.9,1,0.9,1,0.487805,0.731707,0.725,0.9,0.475,0.560976,0.581395,0.425926,0.438596,0.448276,0.421053,0.390244,0.509434,0.545455,0.55,0.491228,0.638298,0.638298,0.619048,0.377049,0.40625,0.507937,0.47619,0.756098,0.464286,0.444444,0.489362,0.482143,0.462963,0.491228,0.555556,0.563636,0.725,0.9,0.829268,0.829268,0.829268,0.829268,0.829268,0.829268,0.76087,0.76087,0.765957,0.765957,0.475,0.463415,0.438596,0.507937,0.47619,0.425926,0.438596,0.448276,0.40678,0.381818,0.396552,0.829268,0.428571,0.467742,0.638298,0.407407,0.253731,0.253731,0.308824,0.276923,0.257576,0.257576,0.5,0.372881,0.306452,0.307692,0.425926
